ISO_639	Language_Name	Uninverted_Name	Country_Code	Country_Name	Region_Code	Region_Name	Area	L1_Users	Digits	All_Users	Countries	Family	Classification	Latitude	Longitude	EGIDS	Is_Written	Institutional	Developing	Vigorous	In_Trouble	Dying	Extinct
afp	Tapei	Tapei	PG	Papua New Guinea	MEL	Melanesia	Pacific	250	3	250	1	Arafundi	Arafundi	-4.7734	143.6060	6a	F	0	0	1	0	0	0
afr	Afrikaans	Afrikaans	ZA	South Africa	SAF	Southern Africa	Africa	7290980	7	17590980	6	Indo-European	Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Franconian	-28.9460	21.8774	1	T	1	0	0	0	0	0
afs	Afro-Seminole Creole	Afro-Seminole Creole	MX	Mexico	CAM	Central America	Americas	200	3	200	2	Creole	Creole, English based, Atlantic, Eastern, Northern	28.3808	-102.0136	8a	F	0	0	0	0	1	0
aft	Afitti	Afitti	SD	Sudan	NAF	Northern Africa	Africa	4000	4	4000	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Nyimang	12.4439	30.7650	6b	F	0	0	0	1	0	0
afu	Awutu	Awutu	GH	Ghana	WAF	Western Africa	Africa	129000	6	129000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, South Guang	5.6254	-0.5252	5	T	0	1	0	0	0	0
afz	Obokuitai	Obokuitai	ID	Indonesia	SEA	South-Eastern Asia	Asia	120	3	120	1	Lakes Plain	Lakes Plain, Tariku, East	-2.8774	137.9535	6b	T	0	0	0	1	0	0
aga	Aguano	Aguano	PE	Peru	SAM	South America	Americas	0	0	0	1	Unclassified	Unclassified	-4.5559	-74.1248	x10	F	0	0	0	0	0	1
agb	Legbo	Legbo	NG	Nigeria	WAF	Western Africa	Africa	60000	5	60000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo	5.9468	8.0444	6a	F	0	0	1	0	0	0
agc	Agatu	Agatu	NG	Nigeria	WAF	Western Africa	Africa	70000	5	70000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma	7.9076	7.7529	6a	T	0	0	1	0	0	0
agd	Agarabi	Agarabi	PG	Papua New Guinea	MEL	Melanesia	Pacific	27000	5	27000	1	Trans-New Guinea	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa	-6.1933	145.9116	6a	T	0	0	1	0	0	0
age	Angal	Angal	PG	Papua New Guinea	MEL	Melanesia	Pacific	18600	5	18600	1	Trans-New Guinea	Trans-New Guinea, Engan, Angal-Kewa	-6.0224	143.6078	5	T	0	1	0	0	0	0
agf	Arguni	Arguni	ID	Indonesia	SEA	South-Eastern Asia	Asia	150	3	150	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, North Bomberai	-2.6647	132.5472	6b	F	0	0	0	1	0	0
agg	Angor	Angor	PG	Papua New Guinea	MEL	Melanesia	Pacific	1270	4	1270	1	Senagi	Senagi	-3.7127	141.1985	6b	T	0	0	0	1	0	0
agh	Ngelima	Ngelima	CD	Democratic Republic of the Congo	MAF	Middle Africa	Africa	13600	5	13600	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Ngombe (C.45)	1.6721	24.7030	6a	F	0	0	1	0	0	0
agi	Agariya	Agariya	IN	India	SAS	Southern Asia	Asia	72000	5	72000	1	Austro-Asiatic	Austro-Asiatic, Munda, North Munda, Kherwari	24.5500	81.9174	6a	F	0	0	1	0	0	0
agj	Argobba	Argobba	ET	Ethiopia	EAF	Eastern Africa	Africa	43700	5	46940	1	Afro-Asiatic	Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba	10.6501	40.0059	6b	T	0	0	0	1	0	0
agk	Agta, Katubung	Katubung Agta	PH	Philippines	SEA	South-Eastern Asia	Asia	12	2	12	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bikol, Coastal, Naga	13.6508	123.3356	8b	F	0	0	0	0	1	0
agl	Fembe	Fembe	PG	Papua New Guinea	MEL	Melanesia	Pacific	350	3	350	1	Trans-New Guinea	Trans-New Guinea, East Strickland	-5.7070	142.2557	6b	F	0	0	0	1	0	0
agm	Angaataha	Angaataha	PG	Papua New Guinea	MEL	Melanesia	Pacific	2500	4	2500	1	Trans-New Guinea	Trans-New Guinea, Angan, Angaatiha	-7.2062	146.2353	5	T	0	1	0	0	0	0
agn	Agutaynen	Agutaynen	PH	Philippines	SEA	South-Eastern Asia	Asia	15000	5	15000	1	Austronesian	Austronesian, Malayo-Polynesian, Kalamian	10.3798	119.4323	5	T	0	1	0	0	0	0
ago	Tainae	Tainae	PG	Papua New Guinea	MEL	Melanesia	Pacific	1000	4	1000	1	Trans-New Guinea	Trans-New Guinea, Angan, Nuclear Angan	-7.4180	145.7026	6a	T	0	0	1	0	0	0
agq	Aghem	Aghem	CM	Cameroon	MAF	Middle Africa	Africa	39100	5	39100	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West	6.3863	10.0749	5	T	0	1	0	0	0	0
agr	Awajún	Awajún	PE	Peru	SAM	South America	Americas	53400	5	53400	1	Jivaroan	Jivaroan	-5.2412	-77.9922	4	T	1	0	0	0	0	0
ags	Esimbi	Esimbi	CM	Cameroon	MAF	Middle Africa	Africa	34800	5	34800	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid	6.5041	9.8546	6a	T	0	0	1	0	0	0
agt	Agta, Central Cagayan	Central Cagayan Agta	PH	Philippines	SEA	South-Eastern Asia	Asia	780	3	780	1	Austronesian	Austronesian, Malayo-Polynesian, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic, Gaddangic	17.9601	121.8673	5	T	0	1	0	0	0	0
agu	Awakateko	Awakateko	GT	Guatemala	CAM	Central America	Americas	10100	5	10100	1	Mayan	Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Awakateko-Ixil	15.3387	-91.3166	4	T	1	0	0	0	0	0
agv	Dumagat, Remontado	Remontado Dumagat	PH	Philippines	SEA	South-Eastern Asia	Asia	2530	4	2530	1	Austronesian	Austronesian, Malayo-Polynesian, Central Luzon, Sinauna	14.6481	121.4329	8a	F	0	0	0	0	1	0
agw	Kahua	Kahua	SB	Solomon Islands	MEL	Melanesia	Pacific	5170	4	5170	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal	-10.6803	162.1636	5	T	0	1	0	0	0	0
agx	Aghul	Aghul	RU	Russian Federation	EEU	Eastern Europe	Europe	29300	5	29300	1	Nakh-Daghestanian	Nakh-Daghestanian, Lezgic, Nuclear Lezgic, East Lezgic	41.8096	47.5668	6a	T	0	0	1	0	0	0
agy	Alta, Southern	Southern Alta	PH	Philippines	SEA	South-Eastern Asia	Asia	400	3	400	1	Austronesian	Austronesian, Malayo-Polynesian, Northern Luzon, Meso-Cordilleran, Alta	15.1895	121.0561	6b	T	0	0	0	1	0	0
agz	Agta, Mt. Iriga	Mt. Iriga Agta	PH	Philippines	SEA	South-Eastern Asia	Asia	1500	4	1500	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bikol, Inland	13.4408	123.4706	6b	F	0	0	0	1	0	0
aha	Ahanta	Ahanta	GH	Ghana	WAF	Western Africa	Africa	175000	6	175000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Bia, Southern	4.8596	-1.9448	5	T	0	1	0	0	0	0
ahb	Axamb	Axamb	VU	Vanuatu	MEL	Melanesia	Pacific	750	3	750	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal	-16.4951	167.7060	6a	T	0	0	1	0	0	0
ahg	Qimant	Qimant	ET	Ethiopia	EAF	Eastern Africa	Africa	1650	4	4830	1	Afro-Asiatic	Afro-Asiatic, Cushitic, Central, Western	11.3943	38.3403	8b	T	0	0	0	0	1	0
ahh	Aghu	Aghu	ID	Indonesia	SEA	South-Eastern Asia	Asia	3000	4	3000	1	Trans-New Guinea	Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Awyu	-6.3452	140.0994	6b	F	0	0	0	1	0	0
ahi	Aizi, Tiagbamrin	Tiagbamrin Aizi	CI	Côte d’Ivoire	WAF	Western Africa	Africa	9000	4	9000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi	5.2662	-4.6399	6a	F	0	0	1	0	0	0
ahk	Akha	Akha	CN	China	EAS	Eastern Asia	Asia	616600	6	616600	5	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	21.9004	100.0553	3	T	1	0	0	0	0	0
ahl	Igo	Igo	TG	Togo	WAF	Western Africa	Africa	7600	4	7600	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Kposo-Ahlo-Bowili	7.2504	0.6796	5	T	0	1	0	0	0	0
ahm	Aizi, Mobumrin	Mobumrin Aizi	CI	Côte d’Ivoire	WAF	Western Africa	Africa	2000	4	2000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi	5.2713	-4.4727	6b	F	0	0	0	1	0	0
ahn	Àhàn	Àhàn	NG	Nigeria	WAF	Western Africa	Africa	300	3	300	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan	7.7516	5.8237	6b	F	0	0	0	1	0	0
aho	Ahom	Ahom	IN	India	SAS	Southern Asia	Asia	0	0		1	Kra-Dai	Kra-Dai, Kam-Tai, Tai, Southwestern	26.5393	92.5378	9	T	0	0	0	0	1	0
ahp	Aizi, Aproumu	Aproumu Aizi	CI	Côte d’Ivoire	WAF	Western Africa	Africa	6500	4	6500	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi	5.2126	-4.5240	6b	F	0	0	0	1	0	0
ahr	Ahirani	Ahirani	IN	India	SAS	Southern Asia	Asia	1640000	7	1640000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Khandesi	20.5031	74.9743	6a	T	0	0	1	0	0	0
ahs	Ashe	Ashe	NG	Nigeria	WAF	Western Africa	Africa	40000	5	40000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Western, Northwestern, Koro	9.2580	7.7430	6a	T	0	0	1	0	0	0
aht	Ahtena	Ahtena	US	United States	NAM	Northern America	Americas	30	2	30	1	Eyak-Athabaskan	Eyak-Athabaskan, Athabaskan, Northern Athabaskan	61.5959	-144.5317	8a	F	0	0	0	0	1	0
aia	Arosi	Arosi	SB	Solomon Islands	MEL	Melanesia	Pacific	6750	4	6750	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal	-10.2441	161.4315	5	T	0	1	0	0	0	0
aib	Ainu	Ainu	CN	China	EAS	Eastern Asia	Asia	6570	4	6570	1	Turkic	Turkic, Eastern	38.4055	77.2202	6b	F	0	0	0	1	0	0
aic	Ainbai	Ainbai	PG	Papua New Guinea	MEL	Melanesia	Pacific	100	3	100	1	Border	Border, Bewani	-3.0762	141.1173	8a	F	0	0	0	0	1	0
aid	Alngith	Alngith	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Pama-Nyungan, Paman, Northern Pama	-13.1506	141.8628	x10	F	0	0	0	0	0	1
aie	Amara	Amara	PG	Papua New Guinea	MEL	Melanesia	Pacific	230	3	230	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Amara	-5.5548	148.6797	6b	T	0	0	0	1	0	0
aif	Agi	Agi	PG	Papua New Guinea	MEL	Melanesia	Pacific	960	3	960	1	Torricelli	Torricelli, Wapei-Palei, Palei	-3.4934	142.4198	6a	F	0	0	1	0	0	0
aig	Antigua and Barbuda Creole English	Antigua and Barbuda Creole English	AG	Antigua and Barbuda	CAR	Caribbean	Americas	159520	6	159520	7	Creole	Creole, English based, Atlantic, Eastern, Southern	17.0776	-61.8000	3	T	1	0	0	0	0	0
aih	Ai-Cham	Ai-Cham	CN	China	EAS	Eastern Asia	Asia	3000	4	3000	1	Kra-Dai	Kra-Dai, Kam-Tai, Kam-Sui	25.4887	107.8381	6b	F	0	0	0	1	0	0
aii	Assyrian Neo-Aramaic	Assyrian Neo-Aramaic	IQ	Iraq	WAS	Western Asia	Asia	587320	6	587320	5	Afro-Asiatic	Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern	37.4394	45.1518	6b	T	0	0	0	1	0	0
aij	Inter-Zab Jewish Neo-Aramaic	Inter-Zab Jewish Neo-Aramaic	IL	Israel	WAS	Western Asia	Asia	3500	4	3500	1	Afro-Asiatic	Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern, Trans-Zab	32.4579	35.5115	8a	T	0	0	0	0	1	0
aik	Ake	Ake	NG	Nigeria	WAF	Western Africa	Africa	3000	4	3000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Western, Southwestern, B	8.5902	8.7631	6a	F	0	0	1	0	0	0
ail	Aimele	Aimele	PG	Papua New Guinea	MEL	Melanesia	Pacific	140	3	140	1	Trans-New Guinea	Trans-New Guinea, Bosavi	-6.7313	142.6612	7	F	0	0	0	1	0	0
aim	Aimol	Aimol	IN	India	SAS	Southern Asia	Asia	2640	4	2640	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Northwestern	24.4861	94.0349	6b	T	0	0	0	1	0	0
ain	Ainu	Ainu	JP	Japan	EAS	Eastern Asia	Asia	2	1	2	1	Language isolate	Language isolate	43.0553	142.8747	8b	T	0	0	0	0	1	0
aio	Aiton	Aiton	IN	India	SAS	Southern Asia	Asia	1500	4	1500	1	Kra-Dai	Kra-Dai, Kam-Tai, Tai, Southwestern	26.3535	93.9212	6b	T	0	0	0	1	0	0
aip	Burumakok	Burumakok	ID	Indonesia	SEA	South-Eastern Asia	Asia	40	2	40	1	Trans-New Guinea	Trans-New Guinea, Ok-Awyu, Ok, Western	-4.9310	140.1059	8b	F	0	0	0	0	1	0
aiq	Aimaq	Aimaq	AF	Afghanistan	SAS	Southern Asia	Asia	716900	6	716900	2	Indo-European	Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian	34.4552	64.4504	6a	F	0	0	1	0	0	0
air	Airoran	Airoran	ID	Indonesia	SEA	South-Eastern Asia	Asia	1000	4	1000	1	Tor-Kwerba	Tor-Kwerba, Greater Kwerba, Kwerba, West Coast	-1.8836	138.1571	6b	F	0	0	0	1	0	0
ait	Arikem	Arikem	BR	Brazil	SAM	South America	Americas	0	0	0	1	Tupian	Tupian, Arikem	-8.7697	-63.7235	x10	F	0	0	0	0	0	1
aiw	Aari	Aari	ET	Ethiopia	EAF	Eastern Africa	Africa	285000	6	298300	1	Afro-Asiatic	Afro-Asiatic, Omotic, South	5.9341	36.5591	4	T	1	0	0	0	0	0
aix	Aighon	Aighon	PG	Papua New Guinea	MEL	Melanesia	Pacific	2000	4	2000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Pasismanua	-5.9498	150.2579	6a	T	0	0	1	0	0	0
aiy	Ali	Ali	CF	Central African Republic	MAF	Middle Africa	Africa	35000	5	35000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, East	4.6289	18.1055	6a	F	0	0	1	0	0	0
aja	Aja	Aja	SS	South Sudan	EAF	Eastern Africa	Africa	200	3	200	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Kresh	8.5273	25.6158	8b	F	0	0	0	0	1	0
ajg	Aja	Aja	BJ	Benin	WAF	Western Africa	Africa	1131000	7	1131000	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe, Aja	7.0491	1.6434	5	T	0	1	0	0	0	0
aji	Ajië	Ajië	NC	New Caledonia	MEL	Melanesia	Pacific	5360	4	5360	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Wailic	-21.3029	165.4677	5	T	0	1	0	0	0	0
ajn	Andajin	Andajin	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Worrorran, Ngarinyinic	-17.2966	126.2164	9	F	0	0	0	0	1	0
ajp	Arabic, South Levantine Spoken	South Levantine Spoken Arabic	JO	Jordan	WAS	Western Asia	Asia	11873030	8	11873030	4	Afro-Asiatic	Afro-Asiatic, Semitic, Central, South, Arabic	31.4123	35.7453	3	T	1	0	0	0	0	0
ajt	Arabic, Judeo-Tunisian	Judeo-Tunisian Arabic	TN	Tunisia	NAF	Northern Africa	Africa	10500	5	10500	2	Afro-Asiatic	Afro-Asiatic, Semitic, Central, South, Arabic	36.3421	9.5931	7	T	0	0	0	1	0	0
aju	Arabic, Judeo-Moroccan	Judeo-Moroccan Arabic	MA	Morocco	NAF	Northern Africa	Africa	61930	5	61930	2	Afro-Asiatic	Afro-Asiatic, Semitic, Central, South, Arabic	33.5624	-7.6061	7	T	0	0	0	1	0	0
ajw	Ajawa	Ajawa	NG	Nigeria	WAF	Western Africa	Africa	0	0	0	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	10.3257	9.8328	x10	F	0	0	0	0	0	1
ajz	Amri Karbi	Amri Karbi	IN	India	SAS	Southern Asia	Asia	125000	6	125000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Karbi	26.0926	91.5262	5	T	0	1	0	0	0	0
aka	Akan	Akan	GH	Ghana	WAF	Western Africa	Africa	8309200	7	9309200	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Akan	6.4875	-1.3139	3	T	1	0	0	0	0	0
akb	Batak Angkola	Batak Angkola	ID	Indonesia	SEA	South-Eastern Asia	Asia	750000	6	750000	1	Austronesian	Austronesian, Malayo-Polynesian, Northwest Sumatra-Barrier Islands, Batak, Southern	1.7238	99.6443	6b	T	0	0	0	1	0	0
akc	Mpur	Mpur	ID	Indonesia	SEA	South-Eastern Asia	Asia	7000	4	7000	1	Language isolate	Language isolate	-0.7665	133.1290	6b	T	0	0	0	1	0	0
akd	Ukpet-Ehom	Ukpet-Ehom	NG	Nigeria	WAF	Western Africa	Africa	11400	5	11400	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Akpet	5.5754	8.1106	6a	F	0	0	1	0	0	0
ake	Akawaio	Akawaio	GY	Guyana	SAM	South America	Americas	5850	4	5850	3	Cariban	Cariban, North Amazonian, Pemón, Pemón proper, Kapong	6.0727	-60.3523	6b	T	0	0	0	1	0	0
akf	Akpa	Akpa	NG	Nigeria	WAF	Western Africa	Africa	26900	5	26900	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Yatye-Akpa	7.3286	7.9929	6a	F	0	0	1	0	0	0
akg	Anakalangu	Anakalangu	ID	Indonesia	SEA	South-Eastern Asia	Asia	16000	5	16000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Sumba-Hawu, Sumba	-9.6582	119.6185	6a	F	0	0	1	0	0	0
akh	Angal Heneng	Angal Heneng	PG	Papua New Guinea	MEL	Melanesia	Pacific	40000	5	40000	1	Trans-New Guinea	Trans-New Guinea, Engan, Angal-Kewa	-6.1212	143.4624	6a	T	0	0	1	0	0	0
aki	Aiome	Aiome	PG	Papua New Guinea	MEL	Melanesia	Pacific	750	3	750	1	Ramu-Lower Sepik	Ramu-Lower Sepik, Ramu, Middle Ramu	-5.1447	144.7733	6a	F	0	0	1	0	0	0
akj	Aka-Jeru	Aka-Jeru	IN	India	SAS	Southern Asia	Asia	0	0	0	1	Andamanese	Andamanese, Great Andamanese, Northern	12.2326	92.9031	x10	F	0	0	0	0	0	1
akl	Aklanon	Aklanon	PH	Philippines	SEA	South-Eastern Asia	Asia	549600	6	549600	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, West, Aklan	11.5584	122.3318	4	T	1	0	0	0	0	0
akm	Aka-Bo	Aka-Bo	IN	India	SAS	Southern Asia	Asia	0	0	0	1	Andamanese	Andamanese, Great Andamanese, Northern	13.5118	92.8691	x10	F	0	0	0	0	0	1
ako	Akurio	Akurio	SR	Suriname	SAM	South America	Americas	0	0		1	Cariban	Cariban, Tiriyó, Tiriyó	3.1974	-55.6313	9	F	0	0	0	0	1	0
akp	Siwu	Siwu	GH	Ghana	WAF	Western Africa	Africa	71900	5	71900	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Lelemi, Lelemi-Akpafu	7.1902	0.5022	5	T	0	1	0	0	0	0
akq	Ak	Ak	PG	Papua New Guinea	MEL	Melanesia	Pacific	10	2	10	1	Sepik	Sepik, Yellow River	-3.5557	141.7899	8b	F	0	0	0	0	1	0
akr	Araki	Araki	VU	Vanuatu	MEL	Melanesia	Pacific	8	1	8	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo	-15.6325	166.9425	8b	T	0	0	0	0	1	0
aks	Akaselem	Akaselem	TG	Togo	WAF	Western Africa	Africa	59200	5	59200	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma, Ntcham	8.8872	1.4091	6a	F	0	0	1	0	0	0
akt	Akolet	Akolet	PG	Papua New Guinea	MEL	Melanesia	Pacific	950	3	950	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, East Arawe	-6.2483	150.0851	6a	F	0	0	1	0	0	0
aku	Akum	Akum	CM	Cameroon	MAF	Middle Africa	Africa	1400	4	1400	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Yukuben-Kuteb	6.8556	9.9665	6a	F	0	0	1	0	0	0
akv	Akhvakh	Akhvakh	RU	Russian Federation	EEU	Eastern Europe	Europe	210	3	210	2	Nakh-Daghestanian	Nakh-Daghestanian, Avar-Andic, Andic	42.5284	46.3175	6b	F	0	0	0	1	0	0
akw	Akwa	Akwa	CG	Congo	MAF	Middle Africa	Africa	42000	5	42000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Mboshi (C.22)	-0.2422	15.8149	6b	F	0	0	0	1	0	0
akx	Aka-Kede	Aka-Kede	IN	India	SAS	Southern Asia	Asia	0	0	0	1	Andamanese	Andamanese, Great Andamanese, Central	12.7475	92.8235	x10	F	0	0	0	0	0	1
aky	Aka-Kol	Aka-Kol	IN	India	SAS	Southern Asia	Asia	0	0	0	1	Andamanese	Andamanese, Great Andamanese, Central	12.3695	92.8510	x10	F	0	0	0	0	0	1
akz	Alabama	Alabama	US	United States	NAM	Northern America	Americas	370	3	370	1	Muskogean	Muskogean, Eastern Muskogean, Central Muskogean, Apalachee-Alabama-Koasati, Alabama-Koasati	30.7687	-94.6379	6b	F	0	0	0	1	0	0
ala	Alago	Alago	NG	Nigeria	WAF	Western Africa	Africa	100000	6	100000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma	8.3719	8.3264	6a	T	0	0	1	0	0	0
alc	Qawasqar	Qawasqar	CL	Chile	SAM	South America	Americas	12	2	12	1	Kaweskaran	Kaweskaran	-49.7030	-75.3756	8b	F	0	0	0	0	1	0
ald	Alladian	Alladian	CI	Côte d’Ivoire	WAF	Western Africa	Africa	23000	5	23000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Avikam-Alladian	5.2239	-4.4152	5	T	0	1	0	0	0	0
ale	Aleut	Aleut	US	United States	NAM	Northern America	Americas	155	3	155	2	Eskimo-Aleut	Eskimo-Aleut, Aleut	52.9028	173.0517	8a	T	0	0	0	0	1	0
alf	Elege	Elege	NG	Nigeria	WAF	Western Africa	Africa	16300	5	16300	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi	6.5534	9.0530	6a	F	0	0	1	0	0	0
alh	Alawa	Alawa	AU	Australia	ANZ	Australia and New Zealand	Pacific	4	1	4	1	Australian	Australian, Gunwingguan, Maran, Alawic	-15.5376	134.3392	8b	F	0	0	0	0	1	0
ali	Amaimon	Amaimon	PG	Papua New Guinea	MEL	Melanesia	Pacific	1780	4	1780	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Pihom, Amaimon	-5.2026	145.3770	6a	T	0	0	1	0	0	0
alj	Alangan	Alangan	PH	Philippines	SEA	South-Eastern Asia	Asia	14600	5	14600	1	Austronesian	Austronesian, Malayo-Polynesian, North Mangyan	13.0802	121.0104	6b	T	0	0	0	1	0	0
alk	Alak	Alak	LA	Laos	SEA	South-Eastern Asia	Asia	25000	5	25000	1	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, Central Bahnaric	15.5570	106.6058	6a	F	0	0	1	0	0	0
all	Allar	Allar	IN	India	SAS	Southern Asia	Asia	350	3	350	1	Dravidian	Dravidian, Unclassified	11.1678	76.4125	7	T	0	0	0	1	0	0
alm	Amblong	Amblong	VU	Vanuatu	MEL	Melanesia	Pacific	150	3	150	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo	-15.5081	166.9436	6b	F	0	0	0	1	0	0
aln	Albanian, Gheg	Gheg Albanian	AL	Albania	SEU	Southern Europe	Europe	3876880	7	3876880	6	Indo-European	Indo-European, Albanian, Gheg	41.7518	19.8236	2	T	1	0	0	0	0	0
